SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj186.1232.4474	3.5526315789473686	2.0966256878303073	6	47	4	3	1.3333333333333333
ssj110.692.2614	3.090909090909091	0.41705597486136714	4	25	3	2	1.5
ssj18.82.317	3.1818181818181817	1.8046751100162228	5	25	3	2	1.5
ssj326.1955.6961	3.5	1.3492403750430297	4	20	1	1	1.0
ssj184.1227.4456	3.8181818181818183	1.0104658374112103	4	26	3	2	1.5
ssj284.1751.6231	2.857142857142857	0.8190126846430065	5	23	3	2	1.5
ssj246.1596.5781	1.625	1.3589319112752674	4	10	1	1	1.0
ssj226.1494.5435	1.5	1.1835618070658083	3	9	2	1	2.0
ssj284.1746.6215	2.230769230769231	0.48012820620583097	6	17	3	1	3.0
elexiswsd1.1381.sl.132203	2.625	0.7677870553562762	4	18	2	2	1.0
ssj139.893.3422	2.769230769230769	0.6104786880161677	6	17	3	1	3.0
ssj322.1911.6824	2.8857142857142857	2.071926675943966	6	40	2	2	1.0
ssj177.1195.4349	1.6	1.2305950615853423	4	7	1	1	1.0
ssj320.1906.6802	2.857142857142857	1.671386730762219	5	24	2	1	2.0
ssj152.1038.3886	2.9285714285714284	0.9381611082785255	6	33	6	5	1.2
ssj451.2488.8736	2.0	1.354025100551105	5	12	1	1	1.0
ssj345.2015.7153	2.5238095238095237	2.142012969712171	10	46	3	2	1.5
elexiswsd1.115.sl.130931	2.3076923076923075	0.7928002448101223	6	16	2	1	2.0
ssj326.1954.6955	2.6666666666666665	0.464356625936356	6	21	3	2	1.5
ssj318.1900.6780	2.375	0.8678705139132589	3	11	2	1	2.0
ssj415.2314.8167	1.8888888888888888	1.2673424781651632	3	13	2	1	2.0
ssj196.1322.4770	1.625	1.1035190993922719	5	10	1	1	1.0
ssj85.561.2138	2.5789473684210527	1.7672914955330343	7	22	2	1	2.0
elexiswsd1.461.sl.131278	1.5	1.1835618070658083	4	8	1	1	1.0
ssj116.726.2720	2.1666666666666665	0.9274088025975961	3	10	1	1	1.0
elexiswsd1.607.sl.131424	1.7272727272727273	1.4571228862481655	5	14	3	1	3.0
ssj161.1111.4104	2.375	1.9229771140865535	6	27	2	1	2.0
ssj206.1386.5028	2.5	1.1631508098056809	4	19	2	1	2.0
elexiswsd1.613.sl.131430	2.0714285714285716	1.6310109352763318	5	16	1	1	1.0
ssj21.106.450	2.2	0.8209805520698301	5	7	2	1	2.0
elexiswsd1.1556.sl.132381	2.4615384615384617	0.728261723672551	5	16	2	1	2.0
ssj364.2088.7405	1.8333333333333333	0.8390500753777668	3	9	2	1	2.0
elexiswsd1.1433.sl.132255	2.1666666666666665	1.0185695809945732	3	8	1	1	1.0
ssj194.1306.4719	2.4444444444444446	1.1006741472600405	6	21	2	1	2.0
ssj455.2502.8793	2.473684210526316	1.8089641919336021	5	25	2	1	2.0
elexiswsd1.245.sl.000000	1.8	0.9100794718748765	3	7	1	1	1.0
ssj355.2059.7280	1.75	0.9382503488415728	3	6	1	1	1.0
ssj134.880.3373	2.6666666666666665	1.9095425048844386	7	33	5	3	1.6666666666666667
elexiswsd1.71.sl.130885	2.3076923076923075	1.5975192010271726	7	15	1	1	1.0
ssj160.1079.4033	2.5454545454545454	0.2646383990223519	4	13	1	1	1.0
ssj347.2021.7167	2.6923076923076925	1.4910236111020767	3	15	1	1	1.0
ssj172.1173.4279	3.2222222222222223	0.07145896398214505	5	12	2	1	2.0
ssj328.1968.7000	4.25	0.48868152251762004	8	21	2	1	2.0
ssj441.2417.8493	2.727272727272727	1.3469380740324235	3	13	1	1	1.0
elexiswsd1.387.sl.131203	3.75	0.9604182557515986	4	19	2	1	2.0
ssj383.2182.7742	1.7777777777777777	1.2163953243244932	5	13	3	2	1.5
elexiswsd1.1019.sl.131838	2.0	0.0	3	6	1	1	1.0
ssj413.2299.8109	2.0	0.5493061443340547	2	5	1	1	1.0
elexiswsd1.733.sl.131551	3.6666666666666665	0.14590289481782148	4	13	3	1	3.0
ssj170.1159.4241	3.125	1.4225477065132648	7	32	2	2	1.0
ssj3.9.33	2.1666666666666665	1.4422185111881751	5	15	1	1	1.0
ssj110.692.2612	2.65	1.3280254529959148	5	24	3	2	1.5
ssj228.1522.5521	2.533333333333333	1.397444216454586	5	18	2	1	2.0
ssj193.1296.4685	2.0	0.1438410362258906	3	5	1	1	1.0
ssj247.1598.5804	2.5714285714285716	0.9243732003008327	3	9	1	1	1.0
elexiswsd1.885.sl.131704	2.6315789473684212	1.19778264388146	6	24	1	1	1.0
ssj139.892.3420	2.44	1.9598931980229901	6	30	2	2	1.0
ssj73.459.1726	2.9	1.9899130543897545	5	36	3	2	1.5
ssj294.1790.6349	1.8571428571428572	0.903222010455488	4	10	2	2	1.0
ssj321.1910.6818	3.727272727272727	1.7753656594523786	7	29	5	2	2.5
ssj226.1478.5390	2.7142857142857144	1.2168795693105294	3	17	2	2	1.0
elexiswsd1.1527.sl.132352	2.0	0.0	3	6	1	1	1.0
ssj121.780.2961	3.111111111111111	0.03636764417087479	5	11	3	2	1.5
ssj456.2509.8869	3.0833333333333335	1.5027364231576665	6	17	1	1	1.0
ssj75.480.1802	1.5714285714285714	1.3256889070016495	4	9	1	1	1.0
ssj179.1212.4421	2.909090909090909	1.3735603312918294	6	27	4	1	4.0
ssj199.1333.4816	1.6666666666666667	0.587786664902119	3	6	1	1	1.0
ssj159.1074.4015	2.3333333333333335	1.291035199120824	5	27	2	2	1.0
ssj331.1973.7009	2.4615384615384617	1.0748353139525237	4	16	2	2	1.0
ssj117.744.2800	2.0	0.34657359027997275	3	8	1	1	1.0
ssj24.120.503	2.8260869565217392	1.7713073788920877	5	29	4	3	1.3333333333333333
ssj201.1356.4903	3.25	1.215090875049377	4	27	1	1	1.0
ssj27.143.581	2.3333333333333335	0.853300830443874	6	19	2	1	2.0
ssj267.1693.6043	3.111111111111111	2.3973995810569164	9	53	7	2	3.5
elexiswsd1.996.sl.131815	4.705882352941177	0.13220661858955743	6	20	2	1	2.0
ssj90.595.2247	1.75	0.9382503488415728	3	6	1	1	1.0
ssj142.929.3554	3.8260869565217392	1.0306234656325683	4	32	6	2	3.0
ssj75.485.1814	1.9	1.058744804658683	5	13	2	1	2.0
ssj27.149.623	2.2	0.5655677401868349	5	8	1	1	1.0
ssj312.1877.6678	1.6666666666666667	0.7316277011280093	3	5	1	1	1.0
ssj433.2386.8375	4.032258064516129	1.0158142499853635	4	38	3	3	1.0
ssj249.1603.5824	2.125	1.3256697393034558	6	18	2	2	1.0
ssj310.1866.6619	1.9090909090909092	1.357039427691183	4	13	2	2	1.0
ssj178.1206.4402	2.4827586206896552	1.7472327004913124	7	33	4	3	1.3333333333333333
elexiswsd1.1004.sl.131823	2.5	1.9117051735357713	5	29	4	1	4.0
ssj93.613.2322	3.2962962962962963	1.0044250736084086	6	38	3	2	1.5
ssj226.1485.5406	2.6538461538461537	1.6259933769626203	6	30	4	3	1.3333333333333333
ssj352.2050.7252	3.0	2.0126758453675744	5	28	2	1	2.0
ssj370.2132.7587	2.4	0.9689709897030683	7	26	5	1	5.0
ssj27.138.552	2.7142857142857144	1.0730385330846393	5	25	2	2	1.0
ssj293.1785.6340	2.5	1.2220423276338725	4	15	2	1	2.0
ssj394.2231.7887	2.7777777777777777	1.463255402256019	6	21	3	1	3.0
elexiswsd1.1386.sl.132208	2.25	1.2362420648947214	4	15	1	1	1.0
ssj371.2137.7600	1.4444444444444444	1.4240346891027378	5	11	2	1	2.0
ssj142.952.3636	1.0	0.34657359027997275	2	3	1	1	1.0
ssj328.1967.6997	2.4375	1.3000403934470757	6	18	1	1	1.0
ssj201.1342.4848	3.4285714285714284	0.7805321640749423	6	18	3	1	3.0
elexiswsd1.230.sl.131046	1.6363636363636365	1.3996183318613364	5	13	2	2	1.0
elexiswsd1.441.sl.131257	1.8571428571428572	1.6734445309290624	6	18	3	2	1.5
ssj102.657.2504	2.4782608695652173	1.758802344727284	6	27	3	3	1.0
ssj154.1050.3933	3.302325581395349	2.0722674770589733	7	50	7	4	1.75
ssj168.1147.4221	1.8181818181818181	0.6011106356435648	7	14	2	1	2.0
ssj312.1876.6654	3.05	1.2786042807717029	5	25	1	1	1.0
ssj28.172.698	2.0	0.8291140383017661	5	11	1	1	1.0
ssj142.919.3516	3.2325581395348837	0.7073262404096519	11	50	6	3	2.0
ssj13.58.248	2.8378378378378377	1.913709065305836	8	41	2	1	2.0
ssj18.81.312	3.04	1.648872943512993	9	57	7	6	1.1666666666666667
ssj358.2064.7305	3.227272727272727	1.819069681944241	4	29	5	4	1.25
ssj425.2361.8301	3.0526315789473686	0.9055216025372962	5	24	5	2	2.5
ssj161.1102.4084	4.172413793103448	1.2281082739106266	9	31	1	1	1.0
ssj207.1391.5045	2.3333333333333335	1.4026069747779288	5	11	1	1	1.0
ssj131.825.3115	3.2	1.736395517424582	7	35	4	1	4.0
ssj456.2509.8874	2.5714285714285716	1.2709467905808054	5	17	1	1	1.0
ssj68.425.1619	2.2	1.3357902606604093	3	12	1	1	1.0
ssj141.911.3489	2.8181818181818183	1.058735439326437	5	14	3	1	3.0
ssj260.1660.5968	2.5714285714285716	1.001448540214462	3	9	1	1	1.0
elexiswsd1.515.sl.131332	1.5	1.1835618070658083	5	10	1	1	1.0
ssj134.877.3355	4.4	0.6771395158439398	4	28	2	2	1.0
ssj105.673.2552	4.607142857142857	1.7675426299118748	8	34	5	2	2.5
ssj20.90.369	1.9285714285714286	1.5586288630325862	6	17	3	1	3.0
ssj144.998.3765	3.6666666666666665	1.3883562197118218	7	41	3	2	1.5
ssj453.2494.8773	2.7	1.1977615443266574	5	23	3	2	1.5
ssj294.1796.6364	2.9166666666666665	0.8651590937525321	4	18	3	3	1.0
ssj54.345.1397	3.2222222222222223	1.594643291105457	5	20	1	1	1.0
elexiswsd1.766.sl.131584	2.0	1.5890269151739727	4	14	1	1	1.0
ssj460.2522.8962	2.3846153846153846	0.7600104219871314	6	22	3	1	3.0
ssj53.330.1346	2.4	1.3744360978112327	4	12	1	1	1.0
ssj236.1562.5651	1.5555555555555556	1.4614984926061207	4	11	1	1	1.0
ssj438.2406.8452	3.5833333333333335	1.714413639721678	5	41	4	2	2.0
ssj233.1546.5595	3.090909090909091	1.1102031554213125	7	26	4	2	2.0
elexiswsd1.1091.sl.131910	2.3157894736842106	1.4371877910484496	7	23	2	1	2.0
elexiswsd1.1114.sl.131933	2.411764705882353	1.5759687202199344	5	20	1	1	1.0
ssj111.700.2638	1.75	1.453060057432152	4	10	1	1	1.0
ssj144.1007.3794	2.3333333333333335	1.291035199120824	4	15	4	3	1.3333333333333333
ssj417.2329.8207	2.6333333333333333	1.6282279546402392	8	34	4	1	4.0
elexiswsd1.686.sl.131504	2.176470588235294	1.332049284000045	6	20	2	1	2.0
ssj61.373.1495	2.24	1.7759171210948084	8	34	2	1	2.0
ssj309.1858.6585	3.0	0.22091637613951956	4	18	3	2	1.5
elexiswsd1.557.sl.131374	2.1	1.2140741579846956	4	12	1	1	1.0
ssj360.2081.7374	3.4347826086956523	0.8830996157607578	6	27	4	2	2.0
ssj38.233.937	2.925925925925926	0.9208810368194449	7	36	5	1	5.0
ssj216.1436.5202	2.5833333333333335	1.1892525048108817	4	15	2	1	2.0
ssj312.1877.6666	4.0	0.8047189562170503	6	24	4	3	1.3333333333333333
ssj191.1247.4534	2.0	0.4581453659370775	4	10	2	2	1.0
elexiswsd1.413.sl.131229	1.7142857142857142	1.127105754354915	4	9	2	1	2.0
ssj71.445.1700	1.8	1.3682248378119541	4	12	2	2	1.0
ssj273.1706.6071	2.2222222222222223	1.3987168811184476	3	14	2	1	2.0
ssj204.1368.4970	n/a	n/a	2	3	1	1	1.0
ssj295.1799.6376	3.0277777777777777	1.4886494816720717	9	43	6	4	1.5
ssj2.2.11	2.869565217391304	1.3183055380843491	6	26	2	2	1.0
ssj200.1341.4842	2.5	0.22314355131420976	3	7	2	2	1.0
ssj330.1972.7006	1.7777777777777777	0.8698217340445206	5	11	1	1	1.0
ssj415.2314.8169	2.0	0.8291140383017661	3	8	1	1	1.0
ssj131.826.3129	1.6	1.2305950615853423	3	7	1	1	1.0
ssj76.495.1856	3.9705882352941178	1.5355585549828354	10	40	3	3	1.0
elexiswsd1.250.sl.000000	2.2941176470588234	1.6259791407945958	5	22	2	1	2.0
ssj6.35.166	1.5	0.49041462650586304	2	4	1	1	1.0
ssj287.1760.6251	3.1	2.0143824582880594	8	37	2	1	2.0
ssj102.657.2505	2.2142857142857144	1.6232110786058513	4	17	2	2	1.0
ssj24.117.493	2.782608695652174	1.237505421093998	7	27	3	2	1.5
ssj312.1878.6691	2.857142857142857	0.2697065403089516	4	9	2	1	2.0
ssj406.2264.7988	4.043478260869565	0.7199479750745235	6	28	4	2	2.0
ssj118.761.2866	1.5	0.49041462650586304	2	5	1	1	1.0
ssj45.278.1124	2.5	0.5697171415941823	2	5	1	1	1.0
ssj255.1641.5907	3.7777777777777777	0.11604993166814029	5	23	3	1	3.0
ssj156.1060.3959	3.088235294117647	2.080766315714801	6	39	5	1	5.0
elexiswsd1.566.sl.131383	2.0	1.2824746787307684	5	16	2	1	2.0
ssj260.1659.5961	1.8333333333333333	0.2897439310437119	4	9	2	1	2.0
ssj30.184.737	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj72.456.1719	2.6666666666666665	0.8109302162163288	2	8	1	1	1.0
elexiswsd1.394.sl.131210	2.0	0.8958797346140274	3	8	1	1	1.0
ssj163.1119.4134	1.5	0.9808292530117262	3	6	1	1	1.0
ssj396.2235.7895	2.4285714285714284	1.6311731062059118	4	18	1	1	1.0
ssj372.2138.7608	1.9375	1.529614835091576	7	19	3	1	3.0
ssj84.556.2119	1.8	1.1128120259289587	3	7	1	1	1.0
ssj324.1924.6850	2.7058823529411766	0.7677522098752018	6	21	4	3	1.3333333333333333
ssj27.139.557	2.142857142857143	1.0155339786978101	3	9	2	2	1.0
ssj77.506.1909	2.0	1.930364855520298	7	22	2	1	2.0
ssj215.1428.5179	3.090909090909091	0.8752013407984446	5	16	3	2	1.5
ssj369.2111.7504	1.8	1.1128120259289587	3	7	1	1	1.0
ssj77.504.1889	4.325581395348837	1.8882729894103627	6	56	3	2	1.5
ssj288.1766.6279	3.064516129032258	1.9166325799348078	6	37	4	2	2.0
ssj61.377.1511	2.1666666666666665	1.4767149469316507	6	21	2	2	1.0
elexiswsd1.462.sl.131279	2.1578947368421053	1.2523925463794077	6	23	3	1	3.0
ssj47.318.1302	1.0	0.0	2	3	1	1	1.0
ssj125.793.3010	3.3846153846153846	2.057726425556181	6	47	6	2	3.0
ssj230.1532.5552	1.0	0.34657359027997275	2	4	1	1	1.0
ssj402.2247.7935	2.2222222222222223	0.6466781827303106	4	10	1	1	1.0
elexiswsd1.1611.sl.132436	1.5	0.8369882167858357	3	6	1	1	1.0
ssj267.1698.6053	6.702127659574468	0.827367719956505	10	56	5	1	5.0
ssj315.1884.6706	2.9583333333333335	1.1975480490405481	6	28	3	2	1.5
elexiswsd1.337.sl.131153	2.65	1.0726126411129195	5	26	4	3	1.3333333333333333
ssj226.1496.5439	1.0	0.8958797346140274	3	4	1	1	1.0
ssj294.1796.6362	2.875	2.3429175322381517	6	39	6	3	2.0
ssj178.1201.4385	2.125	1.8314701951426957	5	18	1	1	1.0
ssj480.2587.9236	2.111111111111111	1.6709265516455178	5	22	3	2	1.5
ssj390.2224.7870	2.5555555555555554	0.9650616062922298	3	12	2	2	1.0
ssj217.1441.5221	2.4615384615384617	1.0748353139525237	4	16	1	1	1.0
elexiswsd1.492.sl.131309	2.8333333333333335	1.6461853290139215	4	20	1	1	1.0
ssj21.97.411	3.4	1.1699704397689072	6	20	3	2	1.5
ssj76.490.1835	3.0	1.622596566592787	5	38	5	3	1.6666666666666667
ssj473.2564.9133	1.5	1.0397207708399179	3	8	1	1	1.0
ssj468.2541.9023	2.7	1.3569884098859246	4	12	1	1	1.0
ssj173.1183.4321	1.4285714285714286	1.3094273111488697	4	9	1	1	1.0
ssj119.769.2914	4.5	0.46435662593635607	5	15	1	1	1.0
ssj398.2238.7906	3.5357142857142856	1.0963340956881613	6	35	6	3	2.0
ssj172.1179.4304	2.3636363636363638	0.33874637117607365	5	13	2	2	1.0
elexiswsd1.494.sl.131311	1.75	0.9382503488415728	3	6	1	1	1.0
ssj57.354.1426	5.428571428571429	0.6675734249764748	10	33	2	1	2.0
ssj161.1101.4082	3.142857142857143	0.979115316721677	11	77	9	2	4.5
ssj82.538.2053	2.6666666666666665	2.106063798939242	6	27	2	1	2.0
elexiswsd1.771.sl.131589	1.6666666666666667	1.1370928092361738	5	11	1	1	1.0
elexiswsd1.1136.sl.131955	2.25	0.9808292530117262	5	15	2	1	2.0
ssj151.1028.3845	3.608695652173913	2.331572997208177	9	75	6	3	2.0
elexiswsd1.1357.sl.132179	1.0	1.242453324894	3	6	1	1	1.0
ssj178.1200.4379	2.7333333333333334	1.2443829695630348	5	18	2	1	2.0
ssj310.1871.6638	4.363636363636363	1.6399625965342126	8	26	2	1	2.0
elexiswsd1.975.sl.131794	2.6	1.203232611740719	6	20	1	1	1.0
ssj345.2014.7152	3.096774193548387	2.2345510482620474	8	41	5	2	2.5
ssj217.1441.5219	1.5	0.8369882167858357	3	6	1	1	1.0
ssj375.2158.7667	2.3	1.2913384980895757	4	13	2	1	2.0
ssj85.561.2142	2.7058823529411766	1.6201262559944143	4	20	2	1	2.0
ssj486.2608.9280	3.3333333333333335	1.3580091853756935	5	27	2	1	2.0
ssj114.710.2663	3.125	0.7961662222655805	4	19	2	2	1.0
ssj131.838.3205	1.7	1.5936193699625092	4	12	1	1	1.0
elexiswsd1.258.sl.131074	3.2222222222222223	1.7973758451595392	6	32	3	1	3.0
ssj284.1753.6234	3.6818181818181817	1.3407268140331448	6	27	2	1	2.0
ssj221.1456.5278	2.4545454545454546	0.30100604319322677	4	14	2	1	2.0
ssj198.1327.4800	2.3076923076923075	0.44622665453014976	5	18	4	2	2.0
ssj440.2410.8465	2.4	0.6223973994230957	4	14	4	2	2.0
ssj85.559.2131	2.4444444444444446	1.244515183485931	3	11	2	2	1.0
ssj7.37.180	2.32	2.121895827306987	6	28	2	1	2.0
ssj451.2476.8682	2.75	1.1267321478295476	3	14	2	2	1.0
elexiswsd1.535.sl.131352	1.8333333333333333	1.8352651577228698	5	15	2	1	2.0
ssj144.974.3709	2.0	0.3465735902799726	3	5	1	1	1.0
ssj187.1237.4493	1.8181818181818181	0.6011106356435648	6	13	1	1	1.0
elexiswsd1.299.sl.131115	1.75	1.02941112723855	4	10	1	1	1.0
ssj187.1237.4499	1.8333333333333333	1.0944628872607622	3	8	1	1	1.0
ssj449.2464.8618	1.6666666666666667	0.038480520568064065	3	5	1	1	1.0
elexiswsd1.746.sl.131564	2.625	1.114360645636249	5	20	1	1	1.0
ssj153.1046.3926	4.0285714285714285	2.2287019289129204	5	41	4	2	2.0
ssj310.1871.6636	4.714285714285714	2.018836087561595	7	50	6	1	6.0
elexiswsd1.734.sl.131552	2.642857142857143	0.34766808177866354	5	17	2	2	1.0
ssj206.1387.5034	5.3076923076923075	1.5489180370489912	7	97	2	1	2.0
elexiswsd1.1320.sl.132141	2.0	1.3105194120562902	4	13	1	1	1.0
elexiswsd1.74.sl.130888	2.5	0.326162593019845	4	15	2	1	2.0
ssj335.1980.7034	1.5	0.49041462650586304	2	4	1	1	1.0
ssj465.2533.9001	2.142857142857143	1.1066947570947876	3	10	1	1	1.0
ssj21.97.414	1.5	0.2876820724517809	2	6	1	1	1.0
ssj46.308.1253	2.6	0.5423546917495591	4	14	3	2	1.5
ssj325.1936.6887	2.6956521739130435	1.7750545752478182	6	26	2	1	2.0
ssj477.2578.9186	2.3333333333333335	0.5067272401639015	3	6	1	1	1.0
ssj27.139.556	2.7	0.8511879540466848	3	13	2	2	1.0
ssj3.11.43	2.75	1.1267321478295476	3	10	1	1	1.0
ssj360.2076.7351	2.6923076923076925	1.6461010752539964	6	17	2	1	2.0
ssj27.129.535	1.6666666666666667	1.3925056211191693	4	11	1	1	1.0
ssj130.821.3082	1.0	0.34657359027997275	2	3	1	1	1.0
ssj370.2129.7579	2.5	1.1308815492368953	4	13	2	2	1.0
ssj459.2521.8953	4.368421052631579	1.6072557733871633	6	28	1	1	1.0
ssj54.342.1391	1.0	0.34657359027997275	2	3	1	1	1.0
ssj116.734.2768	3.0	0.05889151782819164	4	13	2	1	2.0
ssj141.899.3442	1.5714285714285714	1.214117131344545	4	9	1	1	1.0
ssj438.2406.8450	3.888888888888889	1.878821864022943	5	32	2	1	2.0
elexiswsd1.1205.sl.132024	2.0	1.3940464543878732	5	15	1	1	1.0
ssj46.294.1188	1.6923076923076923	1.5611005390510393	6	16	2	2	1.0
elexiswsd1.1208.sl.132027	2.25	1.3274028432916987	6	14	1	1	1.0
ssj226.1479.5392	3.9166666666666665	0.22378596325191444	5	27	2	2	1.0
ssj161.1089.4057	2.423076923076923	1.090583670920663	8	32	4	1	4.0
ssj404.2255.7959	2.3333333333333335	1.291035199120824	3	11	1	1	1.0
ssj234.1558.5630	3.433333333333333	1.362946818877625	5	34	3	3	1.0
ssj451.2488.8745	1.8571428571428572	1.0470630466813786	4	9	1	1	1.0
ssj467.2538.9017	2.310344827586207	1.8192062001164018	7	31	1	1	1.0
ssj82.538.2051	2.84	1.258781040820931	6	28	3	2	1.5
ssj99.635.2447	2.230769230769231	1.578740494873941	5	15	2	2	1.0
ssj192.1258.4561	2.5	1.5018502216015839	5	21	2	1	2.0
ssj142.949.3626	1.0	0.5493061443340547	2	5	1	1	1.0
ssj187.1237.4501	1.6666666666666667	0.9343602551820915	4	9	1	1	1.0
elexiswsd1.426.sl.131242	3.0	1.2951335827229133	5	14	1	1	1.0
elexiswsd1.1302.sl.132122	2.375	0.5212969236332861	5	21	1	1	1.0
ssj81.532.2017	3.3902439024390243	1.6088392414534265	10	48	6	4	1.5
ssj412.2284.8053	2.1666666666666665	1.4422185111881751	4	15	2	1	2.0
ssj226.1477.5386	2.111111111111111	1.7376922479577792	5	21	2	1	2.0
ssj384.2199.7795	2.8181818181818183	1.2025764755523276	7	33	2	1	2.0
ssj226.1502.5465	2.388888888888889	1.3790764773677349	5	22	3	3	1.0
ssj254.1634.5882	3.0	1.4067053583800182	4	16	3	1	3.0
ssj111.696.2624	2.185185185185185	1.6709368113178242	8	33	4	3	1.3333333333333333
ssj111.702.2644	2.6666666666666665	1.412916618379297	5	28	3	3	1.0
ssj131.826.3135	2.78125	1.95242080936145	7	40	7	6	1.1666666666666667
ssj45.271.1084	2.4583333333333335	1.7881555902843087	7	28	3	1	3.0
ssj364.2091.7414	2.967741935483871	1.8716455545726791	6	39	5	2	2.5
ssj304.1848.6540	2.263157894736842	1.695179123896016	6	22	2	1	2.0
ssj462.2525.8966	2.2222222222222223	1.1959843270643655	3	12	2	1	2.0
ssj141.911.3491	2.25	0.778096698957644	4	11	2	2	1.0
ssj35.207.841	2.3333333333333335	1.291035199120824	4	14	2	2	1.0
elexiswsd1.465.sl.131282	2.2	1.055982366692698	5	12	3	2	1.5
ssj328.1964.6987	2.6	1.6409669804176688	9	36	4	2	2.0
ssj326.1958.6973	3.0	1.8499646451502607	8	35	5	1	5.0
ssj348.2029.7194	2.142857142857143	1.0155339786978101	3	9	1	1	1.0
ssj142.960.3663	4.185185185185185	0.9095146608540984	6	31	4	2	2.0
elexiswsd1.994.sl.131813	2.3157894736842106	1.4371877910484496	5	21	1	1	1.0
ssj112.705.2653	4.222222222222222	0.2075568506119981	3	15	1	1	1.0
ssj315.1891.6741	3.3333333333333335	1.2374281569672494	4	14	1	1	1.0
ssj83.547.2081	3.2	0.011858263308657958	4	13	2	1	2.0
ssj404.2256.7963	3.625	0.24813351746672008	5	15	1	1	1.0
ssj455.2504.8821	4.529411764705882	1.0573071407276633	4	24	3	1	3.0
ssj437.2405.8447	4.970588235294118	0.15964207200116864	9	40	5	3	1.6666666666666667
elexiswsd1.666.sl.131484	1.6	1.1394342831883648	3	7	1	1	1.0
ssj61.373.1497	2.5	0.6727361832998177	2	7	1	1	1.0
ssj242.1583.5717	2.5925925925925926	1.8465526034541575	6	30	3	2	1.5
ssj284.1748.6220	3.4545454545454546	1.1582043858703552	3	13	1	1	1.0
ssj56.353.1424	4.513513513513513	1.3381038273894996	6	45	5	2	2.5
elexiswsd1.1369.sl.132191	2.5789473684210527	1.6761307171360569	5	26	1	1	1.0
ssj342.1997.7092	2.0	1.5890269151739727	4	14	1	1	1.0
ssj144.998.3766	3.25	1.215090875049377	6	30	4	2	2.0
elexiswsd1.1262.sl.132081	2.9375	0.3087354816496133	5	19	2	1	2.0
ssj34.196.798	2.1	1.3052349363816729	5	11	1	1	1.0
elexiswsd1.482.sl.131299	1.5	1.4389746189488037	6	13	2	1	2.0
ssj130.822.3087	1.7142857142857142	0.9832647181290245	4	10	2	1	2.0
ssj383.2185.7756	2.6	1.6268815419343206	9	39	2	1	2.0
ssj370.2117.7530	1.6	0.6812889172512874	4	8	2	2	1.0
ssj27.149.618	1.75	0.9382503488415728	3	6	1	1	1.0
ssj480.2593.9252	3.05	0.729298136437648	7	24	3	2	1.5
ssj364.2086.7400	3.8275862068965516	0.3414135436673768	7	32	3	2	1.5
elexiswsd1.1419.sl.132241	3.823529411764706	1.1151535170286049	6	25	1	1	1.0
ssj82.543.2066	2.8636363636363638	1.644721500142964	5	25	3	1	3.0
ssj153.1045.3919	1.8571428571428572	1.3268709406490897	3	9	1	1	1.0
ssj203.1361.4934	1.3333333333333333	0.9547712524422192	3	5	1	1	1.0
ssj255.1643.5914	3.4347826086956523	1.5762467963207032	5	31	5	2	2.5
elexiswsd1.300.sl.131116	2.9444444444444446	1.0584129038520702	4	21	2	1	2.0
ssj144.988.3733	2.0	0.5493061443340547	2	5	1	1	1.0
ssj139.890.3416	2.2916666666666665	2.0422222390202163	6	29	2	1	2.0
ssj81.526.1988	2.7	1.3093333199837622	7	23	2	1	2.0
ssj252.1611.5842	2.5625	0.7918846069353367	7	20	4	1	4.0
ssj126.805.3042	4.269230769230769	0.7269207500539439	5	32	5	4	1.25
ssj53.330.1341	2.8	0.32440568336994685	5	19	3	2	1.5
ssj155.1057.3948	1.6666666666666667	1.4836663995161465	4	10	2	1	2.0
ssj193.1285.4644	2.5	0.9525440772675292	4	8	1	1	1.0
ssj35.202.811	3.5714285714285716	1.665902215076932	6	31	1	1	1.0
ssj260.1658.5952	2.5925925925925926	0.6952600569571347	9	33	4	1	4.0
elexiswsd1.1482.sl.132307	1.5	0.8369882167858357	3	6	1	1	1.0
ssj115.716.2686	2.5	1.2747225854627857	3	12	1	1	1.0
ssj312.1877.6679	2.611111111111111	0.48541003513418834	6	21	3	2	1.5
ssj449.2463.8613	2.3333333333333335	0.048581874226823765	5	9	1	1	1.0
ssj156.1067.3983	3.3055555555555554	1.5691099891002924	7	39	3	2	1.5
ssj301.1831.6481	2.5714285714285716	1.179786012183828	6	17	1	1	1.0
ssj133.854.3276	2.2	0.7094087764127253	6	14	3	1	3.0
ssj456.2508.8861	3.0238095238095237	1.735272415494118	8	51	6	3	2.0
ssj284.1751.6230	2.2941176470588234	1.9057870347623072	5	21	2	1	2.0
ssj152.1038.3899	3.0	1.066754381475056	5	23	3	2	1.5
ssj153.1039.3907	3.9696969696969697	1.174282975215619	6	39	4	2	2.0
ssj69.434.1654	1.875	1.5624046579145667	7	20	1	1	1.0
ssj242.1583.5721	2.3214285714285716	1.628638451584219	8	35	2	1	2.0
ssj213.1413.5131	2.5238095238095237	1.4923714776470403	6	24	2	2	1.0
elexiswsd1.1079.sl.131898	2.0	0.20273255405408205	4	8	1	1	1.0
